true,ft,image_path
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/X021木燕辅线K3+700马庄检查站 (出京)_20250421_142138.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001319993785_20260204_160357.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313053014_20250628_014936.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/X038庞安路K2+300京九铁路西_20250504_165913.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S203顺密路K17+400下行木林道班_20250506_024710.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001311523919_20250701_130510.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/baitan/camera_11000000001313208456_20250829_203954.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001312446525_20250822_112651.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314634205_20250713_060409.jpg
yes,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313670338_20250723_043416.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001315918584_20250722_165947.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001318025514_20260124_100226.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S203顺密路K32+175建材市场西口 密云方向_20250527_100434.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001319399586_20250628_100050.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001317589880_20251011_233505.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313113338_20250628_071807.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S214壁富路K8+900上行机场专线_20250507_125732.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011201071318230007_20260208_001834.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314074100_20250708_133556.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001318180501_20250712_004040.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S203顺密路K17+400下行木林道班_20250502_210640.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001315918584_20251009_121311.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230034_20250812_134417.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S332龙塘路K10+150下行苏庄闸桥西_20250616_162642.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S321顺沙路K15+100下行高白路口西_20250409_143440.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314706001_20250629_185025.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313113338_20250627_185105.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313731852_20250630_050534.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011201071318230006_20260222_090520.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313113338_20250627_231459.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001314819953_20251013_154525.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/X038庞安路K2+300京九铁路西_20250522_083347.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001318684770_20260124_082047.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001312663858_20251011_132408.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/X038庞安路K2+300京九铁路西_20250502_094927.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011201071328020055_20260227_214053.jpg
yes,yes,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11010901071328230030_20251112_064010.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S229通怀路K5+380运河东大街路口东南侧03_20250402_172756.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001317041960_20251118_105531.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001313872319_20250710_050544.jpg
no,yes,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011201071328410017_20260210_105754.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001317193402_20250629_092010.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313113338_20250629_092054.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001313872319_20250708_124830.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001314312397_20260129_054021.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001315517071_20260124_164040.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/S204密三路K0+010汽车站路口_20250623_172348.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001318684770_20260124_083111.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230034_20250709_150815.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001311523919_20250629_113555.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001312901721_20260202_155546.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001312814647_20260122_094929.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001312269724_20251211_145120.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S204密三路K0+010汽车站路口_20250503_164322.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S203顺密路K32+175建材市场西口 密云方向_20250528_094739.jpg
yes,yes,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001319378013_20251025_153720.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001316185552_20250629_092034.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001315578322_20251011_223640.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001319061904_20251027_125928.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S203顺密路K32+175建材市场西口 密云方向_20250522_083525.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S203顺密路K32+175建材市场西口 密云方向_20250521_102341.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S203顺密路K17+400下行木林道班_20250502_033959.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S332龙塘路K10+150下行苏庄闸桥西_20250416_033542.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001318180501_20250627_153416.jpg
yes,yes,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001319111345_20251016_081219.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001319850899_20251010_062521.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001313112619_20260121_202444.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250728_200612.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11011401071328090011_20251104_102914.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001311523919_20250627_200916.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11011401071328170101_20250702_150803.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314007362_20250708_111714.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S332龙塘路K10+150下行苏庄闸桥西_20250423_180528.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11011201071328020003_20260106_083347.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001319804874_20250817_200036.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230058_20250704_165328.jpg
yes,yes,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001314375767_20251128_005308.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250727_122559.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11011101071328110008_20250708_194057.jpg
no,yes,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001318987086_20250708_124613.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S229通怀路K5+380运河东大街路口东南侧03_20250402_172554.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001319753987_20251013_110123.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001312966376_20250629_035824.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314235556_20250707_141651.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S203顺密路K32+175建材市场西口 密云方向_20250521_095608.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313731852_20250630_101916.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230058_20250629_104856.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/X038庞安路K2+300京九铁路西_20250504_124341.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001312966376_20250628_081333.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001319719872_20251013_130627.jpg
yes,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001317193402_20250701_152130.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S203顺密路K17+400下行木林道班_20250507_192729.jpg
no,yes,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011201071318230006_20260228_063256.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313053014_20250627_185056.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313943627_20251028_050623.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001318025514_20260124_222639.jpg
yes,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11011501071328050162_20251031_092135.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001313208456_20250630_070531.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S203顺密路K17+400下行木林道班_20250509_083211.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001311523919_20250710_072401.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001312794240_20251106_113620.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/X213木邵路K6+700上行龙尹路口西_20250602_073823.jpg
no,yes,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001315544554_20250726_055255.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313113338_20250628_152654.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11011501071328020016_20251108_133422.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250802_225435.jpg
yes,yes,/HTC/rws/model_tun/data/pic_pack/wajue/S201通顺路K22+000上行燕京桥下_20250420_155430.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250804_055202.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250801_133038.jpg
yes,yes,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001311823396_20250626_085328.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001313872319_20250627_152608.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250630_183553.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011201071318230007_20260227_042132.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001313872319_20250629_104224.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328030095_20250710_050041.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001317193402_20250628_043303.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001313113338_20260216_053615.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001312966376_20250627_222256.jpg
yes,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011501071328440035_20250710_072220.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313023975_20250629_125817.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S203顺密路K17+400下行木林道班_20250416_015204.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001312966376_20250630_041330.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001318159905_20260124_164307.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001319735496_20251118_134901.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250731_093503.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/G103京滨线K24+680张采路口_20250501_101301.jpg
no,yes,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001319111345_20251015_164751.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011201071328410001_20260204_195010.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314706001_20250629_134813.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/jinggai/camera_11000000001311928570_20260129_095345.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S201通顺路K22+000上行燕京桥下_20250502_101619.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250730_100231.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S321顺沙路K15+100下行高白路口西_20250409_143040.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S203顺密路K17+400下行木林道班_20250619_221107.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S321顺沙路K15+100下行高白路口西_20250510_083132.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001316185552_20250629_002243.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001317193402_20250630_101722.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313731852_20250629_101648.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S203顺密路K32+175建材市场西口 密云方向_20250527_173757.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11011501071328020016_20251223_120020.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001311523919_20250827_162658.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001319378013_20251023_131357.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001317193402_20250627_203617.jpg
yes,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001315918584_20250803_115323.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011501071328440096_20250803_214435.jpg
no,yes,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001318987086_20250709_102958.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001319753987_20250629_002323.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011501071328020016_20260204_104648.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313113338_20250628_081247.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314819953_20250629_063753.jpg
yes,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001317455018_20251117_112144.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250801_173633.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001319111345_20251016_002407.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001312814604_20250812_003908.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001319850899_20251009_225456.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001319850899_20251013_151002.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001317269238_20260222_060049.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S203顺密路K17+400下行木林道班_20250423_035746.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313113338_20250629_035737.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314706001_20250627_212915.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230034_20250710_060846.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250731_131747.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11011501071328050162_20251013_170343.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314819953_20250627_161112.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230058_20250709_105002.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328030086_20250710_050057.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328030086_20250709_231451.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001318180501_20250707_105324.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001311523919_20250708_161624.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001312966376_20250629_203334.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S229通怀路K5+380运河东大街路口东南侧03_20250402_172853.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011201071328120048_20260207_165746.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001319420133_20260123_141256.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001319399586_20250629_035709.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001316185552_20250629_035718.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S203顺密路K17+400下行木林道班_20250619_183623.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001314074100_20260111_152411.jpg
no,yes,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001311841515_20260125_101248.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313208456_20250930_211436.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328030086_20250702_084953.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/G101京沈线K39+350下行富各庄_20250620_111758.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250730_161542.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S203顺密路K32+175建材市场西口 密云方向_20250528_101610.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001318180501_20250707_132356.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011201071318230006_20260224_102935.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001311841515_20260125_091319.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328030086_20250701_171925.jpg
yes,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001315918584_20250803_023921.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/G103京滨线K24+680张采路口_20250414_200657.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001318180501_20250702_092429.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S203顺密路K17+400下行木林道班_20250415_205303.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250801_105051.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S203顺密路K32+175建材市场西口 密云方向_20250527_172359.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001315827053_20251016_054845.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001319111345_20251018_071846.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313113338_20250630_083312.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230034_20250701_044549.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001314312397_20260225_031732.jpg
yes,yes,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011501071328440035_20250711_025743.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011501071328440035_20250709_231741.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011201071328010029_20260225_150838.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11011501071328440035_20251002_123752.jpg
yes,no,/HTC/rws/model_tun/data/pic_pack/wajue/G101京沈线K39+350下行富各庄_20250409_132135.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230058_20250707_095713.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313053014_20250629_221437.jpg
no,yes,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11011501071328020024_20251212_181049.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250730_111840.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314634205_20250824_071732.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11011401071328030086_20251026_032051.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001316769609_20250811_072213.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230058_20250629_114242.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S332龙塘路K10+150下行苏庄闸桥西_20250504_161540.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001317193402_20250630_022928.jpg
no,yes,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001311823396_20250923_070923.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001319753987_20250628_043404.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001314941190_20251016_055412.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S201通顺路K22+000上行燕京桥下_20250414_123345.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001318161721_20251015_170331.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001315288646_20251005_010814.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S203顺密路K17+400下行木林道班_20250502_002158.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001316185552_20250628_115022.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001318180501_20250628_111235.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S203顺密路K17+400下行木林道班_20250502_005012.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314819953_20250629_092103.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001317376509_20250710_083054.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001311841515_20260125_084001.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001314074100_20250710_195935.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011201071328010029_20260203_074805.jpg
yes,yes,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001313670338_20250922_130005.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230058_20250629_095336.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230058_20250708_101006.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230034_20250710_050012.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001316185552_20250627_185042.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001317193402_20250627_194320.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11011501071328020024_20251128_004140.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001312966376_20250628_115128.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001311523919_20250702_075240.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S332龙塘路K10+150下行苏庄闸桥西_20250409_144704.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S229通怀路K5+380运河东大街路口东南侧03_20250402_172327.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230058_20250707_084843.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001313801275_20260111_004804.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250710_071517.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001319850899_20251013_014850.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001319942777_20260206_080455.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S203顺密路K17+400下行木林道班_20250423_024646.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001319850899_20251021_070544.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S227杨雁路K2+300中影基地东_20250421_184514.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230034_20250818_101623.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001315620150_20260203_080529.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001312145702_20251219_133908.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001317193402_20250701_191040.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001318180501_20250702_192108.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230058_20250708_124312.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S332龙塘路K10+150下行苏庄闸桥西_20250607_163112.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314706001_20250628_214041.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/X038庞安路K2+300京九铁路西_20250430_151314.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001317193402_20250801_053002.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328090011_20250709_102812.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001319804874_20250817_141923.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001319061904_20251026_181040.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001318180501_20250629_195733.jpg
